%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z,field.twist.covariance0,field.twist.covariance1,field.twist.covariance2,field.twist.covariance3,field.twist.covariance4,field.twist.covariance5,field.twist.covariance6,field.twist.covariance7,field.twist.covariance8,field.twist.covariance9,field.twist.covariance10,field.twist.covariance11,field.twist.covariance12,field.twist.covariance13,field.twist.covariance14,field.twist.covariance15,field.twist.covariance16,field.twist.covariance17,field.twist.covariance18,field.twist.covariance19,field.twist.covariance20,field.twist.covariance21,field.twist.covariance22,field.twist.covariance23,field.twist.covariance24,field.twist.covariance25,field.twist.covariance26,field.twist.covariance27,field.twist.covariance28,field.twist.covariance29,field.twist.covariance30,field.twist.covariance31,field.twist.covariance32,field.twist.covariance33,field.twist.covariance34,field.twist.covariance35
1582326881388496819,0,1582326881260155000,husky4/map,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582326881559687304,1,1582326881360855040,husky4/map,,0.0802836809064,6.97371050733e-05,0.035984781798,-3.56143583695e-05,-0.00017710489156,-0.000748031984623,0.999999700586,0.00101608259918,3.48896193046e-09,-1.60833542319e-05,-2.24109610393e-07,5.59585168011e-09,-7.30482672871e-08,3.48896193045e-09,0.00100000000076,-3.48912573097e-09,-4.86183787845e-11,1.21396505794e-12,-1.58471041114e-11,-1.60833542319e-05,-3.48912573097e-09,0.00101608410932,2.24120131938e-07,-5.59611439531e-09,7.30516967723e-08,-2.24109610393e-07,-4.86183787835e-11,2.24120131938e-07,0.00100000312295,-7.79777028288e-11,1.01792120388e-09,5.59585168015e-09,1.21396505921e-12,-5.59611439536e-09,-7.79777028373e-11,0.00100000000195,-2.54167417094e-11,-7.30482672871e-08,-1.58471041122e-11,7.30516967723e-08,1.01792120388e-09,-2.54167417365e-11,0.00100000033179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582326881631129089,2,1582326881461711104,husky4/map,,0.161496553228,0.00131821640277,0.0777760792036,0.000822598049072,-0.00153609198541,-0.00104151584968,0.999997940536,0.00179515375153,-2.38849772939e-07,-0.00079511615352,1.29524779528e-05,-3.1176077269e-07,3.58851382843e-06,-2.38849772939e-07,0.00100000007175,2.38838479179e-07,-3.89068958309e-09,9.36472847229e-11,-1.07792450386e-09,-0.00079511615352,2.38838479179e-07,0.00179507855729,-1.29518655085e-05,3.1174603141e-07,-3.58834414934e-06,1.29524779528e-05,-3.89068958308e-09,-1.29518655085e-05,0.00100021098647,-5.07835689267e-09,5.84542878113e-08,-3.1176077269e-07,9.3647284724e-11,3.1174603141e-07,-5.07835689267e-09,0.00100000012223,-1.40697046556e-09,3.58851382843e-06,-1.07792450386e-09,-3.58834414934e-06,5.84542878113e-08,-1.40697046559e-09,0.00100001619489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582326881721609512,3,1582326881562594048,husky4/map,,0.251971049087,0.000839254723961,0.118693707581,0.00136650109653,-0.00245261518632,-0.00147058979355,0.999994977127,1.8823424923,2.9262210415e-05,-1.88134774229,-0.00153707120265,5.05230079653e-05,-0.00035086790188,2.92622104154e-05,0.00100000045514,-2.92622920732e-05,-2.39074496746e-08,7.85829744423e-10,-5.45736377871e-09,-1.88134774229,-2.92622920728e-05,1.88235299229,0.00153707549193,-5.05231489524e-05,0.000350868880996,-0.00153707120265,-2.39074496743e-08,0.00153707549193,0.00100125579893,-4.12776838521e-08,2.86661758888e-07,5.05230079656e-05,7.85829744417e-10,-5.05231489527e-05,-4.12776838523e-08,0.00100000135678,-9.42247457546e-09,-0.00035086790188,-5.45736377863e-09,0.000350868880996,2.86661758888e-07,-9.42247457551e-09,0.0010000654364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582326881872502263,4,1582326881663425024,husky4/map,,0.340600603187,0.00249834534728,0.15698184149,0.000925111595288,-0.00244593787984,-0.00109075743034,0.999995979969,0.336635884649,-1.19600306671e-05,-0.335634577119,0.000627505444546,-9.48869616697e-06,0.000151484800116,-1.19600306671e-05,0.00100000042618,1.19599840746e-05,-2.23604945233e-08,3.38119677714e-10,-5.39800104173e-09,-0.335634577119,1.19599840747e-05,0.336633269594,-0.000627502999985,9.48865920204e-06,-0.000151484209979,0.000627505444545,-2.23604945234e-08,-0.000627502999985,0.00100117318529,-1.77400831637e-08,2.83216250663e-07,-9.48869616515e-06,3.38119677654e-10,9.48865920022e-06,-1.77400831603e-08,0.00100000026825,-4.28259702755e-09,0.000151484800115,-5.39800104174e-09,-0.000151484209979,2.83216250663e-07,-4.28259702844e-09,0.00100006837065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582326881962961741,5,1582326881764283904,husky4/map,,0.415009539677,0.0139079997404,0.191453513291,-0.00126510064142,-0.00327811927153,0.00312073466451,0.999988958171,0.0429029496356,-5.35339024206e-06,-0.041902164256,0.000236496612904,-7.60305448263e-06,5.6726195863e-05,-5.35339024207e-06,0.00100000068393,5.35328990443e-06,-3.02140701505e-08,9.71342543458e-10,-7.24716197891e-09,-0.041902164256,5.35328990442e-06,0.0429013788912,-0.00023649218029,7.60291197993e-06,-5.6725132654e-05,0.000236496612904,-3.02140701504e-08,-0.00023649218029,0.00100133476637,-4.29109799788e-08,3.2015772878e-07,-7.60305448265e-06,9.71342543455e-10,7.60291197995e-06,-4.29109799789e-08,0.00100000137953,-1.02926491212e-08,5.67261958631e-05,-7.2471619789e-09,-5.67251326541e-05,3.2015772878e-07,-1.02926491213e-08,0.00100007679319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582326882073642976,6,1582326881865327104,husky4/map,,0.497315092777,0.0146946740388,0.220568495561,-0.00441459309313,-0.0029170522072,0.00685124773472,0.999962526722,0.00248277886662,6.07912369817e-07,-0.001482846331,-3.49594235854e-05,4.00882827119e-07,-8.73173842884e-06,6.07912369817e-07,0.00100000024923,-6.07940028986e-07,-1.43327279055e-08,1.64354668752e-10,-3.57985396231e-09,-0.001482846331,-6.07940028986e-07,0.00248291379845,3.49610141907e-05,-4.00901066732e-07,8.73213571082e-06,-3.49594235854e-05,-1.43327279055e-08,3.49610141907e-05,0.00100082423706,-9.45159988244e-09,2.05867880399e-07,4.00882827115e-07,1.64354668748e-10,-4.00901066727e-07,-9.45159988231e-09,0.00100000010838,-2.36070533898e-09,-8.73173842884e-06,-3.57985396231e-09,8.73213571082e-06,2.05867880399e-07,-2.36070533905e-09,0.00100005141917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582326882164134117,7,1582326881966085888,husky4/map,,0.556170782351,0.0254608000937,0.258935831148,-0.00657450752174,-0.000645172923455,0.0140140008788,0.999879970974,0.001,0.0,3.21872519957e-20,-1.27054942088e-21,-2.51462906216e-21,-4.02340649946e-21,6.77626357803e-21,0.001,6.77626357803e-21,6.77626357803e-21,8.47032947254e-22,0.0,-2.79520872594e-20,0.0,0.001,4.23516473627e-22,1.77347523331e-21,-8.99972506458e-22,-2.11758236814e-21,0.0,-2.11758236814e-21,0.001,-3.81164826264e-21,9.4232415382e-21,-2.03817302933e-21,0.0,-3.70576914424e-22,4.34104385468e-21,0.001,4.72287042543e-20,2.43521972336e-21,-1.69406589451e-21,3.1763735522e-22,-1.05879118407e-20,8.01901973033e-20,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582326882254632888,8,1582326882066888960,husky4/map,,0.631229365096,0.0315391611881,0.29065809808,-0.0118880396285,-0.00206684186831,0.0224318410677,0.99967555434,0.00362206519412,9.95224159179e-07,-0.00262225078301,-4.36246057447e-05,1.86142074092e-06,-1.04408632945e-05,9.95224159179e-07,0.00100000037774,-9.95294600808e-07,-1.65580404595e-08,7.06515953887e-10,-3.9629065733e-09,-0.00262225078301,-9.95294600809e-07,0.00362243638504,4.36276934795e-05,-1.86155249165e-06,1.04416022953e-05,-4.36246057447e-05,-1.65580404595e-08,4.36276934795e-05,0.00100072580431,-3.09693847925e-08,1.73709847444e-07,1.86142074092e-06,7.06515953882e-10,-1.86155249165e-06,-3.09693847925e-08,0.00100000132143,-7.41203519013e-09,-1.04408632945e-05,-3.9629065733e-09,1.04416022953e-05,1.73709847444e-07,-7.41203519022e-09,0.00100004157472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582326882345163798,9,1582326882167866880,husky4/map,,0.691101346691,0.045085035115,0.321807314327,-0.0181293791325,-0.00292220316601,0.0362696249735,0.99917330948,0.594552382541,8.40106227994e-06,-0.593554891518,-0.000687833782359,2.54869591025e-05,-0.000136228449301,8.40106227981e-06,0.00100000011891,-8.40109779154e-06,-9.73550880046e-09,3.60739063716e-10,-1.92815953659e-09,-0.593554891518,-8.40109779167e-06,0.594557400506,0.000687836689868,-2.54870668372e-05,0.000136229025146,-0.000687833782359,-9.73550880061e-09,0.000687836689868,0.00100079709108,-2.95353737867e-08,1.57867329496e-07,2.54869591022e-05,3.60739063716e-10,-2.54870668369e-05,-2.95353737863e-08,0.0010000010944,-5.84960825367e-09,-0.000136228449301,-1.92815953661e-09,0.000136229025146,1.57867329496e-07,-5.84960825372e-09,0.00100003126631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
